,sentence,extract
477,Indentation load-depth curves for the gravity and diecast samples obtained at the center of the α-Al phase (ph20 μm),0
478,"Above this temperature, the Fe content can nucleate and precipitate into a solid Fe rich phase.",0
479,"Confocal laser photographs of Al-Zn-Mg alloy as a function of chloride concentration after cyclic potentiodynamic polarization: (a) (b) 0.01 M NaCl, (c) (d) 0.02 M NaCl, (e) (f) 0.05 M NaCl, (g) (h) 1 M NaCl.",0
480,"Rahimian, N. Parvin, and N. Ehsani, The Effect of Production Parameters on Microstructure and Wear Resistance of Powder Metallurgy Al-Al2O3 Composite, Mater.",0
481,"After a hold at 450degC the hardness changes little, because the fine θ-phase and the AlLi phase are dissolved in the matrix, and the precipitation of short rods of the θ-phase has finished after 0.5 h. After the treatment at 350degC, the maximum hardness is attained later due to the slower diffusion.",0
482,"However, the former factor is not capable of affecting the relative volume fraction of the Ni3Al to Ni3V phases because the partition coefficient, \( k_{\text{Fe}}^{{{\text{L}}12/{\text{D}}022}} \) was close to 1.0.",0
483,"This should affect β phases less, as they are localized deep between dendrites and should have a greater effect on the intermetallics placed near the dendrite tips.",0
484,"Also, the fractography and tensile strengths correspond to the variation of the shape of κIV-phase precipitates in QT650 and QT750 sample shown in Fig. 9e and f, such that although the κIV-phase precipitates are enlarged by the higher tempering temperature, since the density is obviously decreased, the strength conversely decreases.",1
485,This higher strength was caused by higher number density and finer precipitate size of η/ phase than other aging temperatures.,1
486,Such issues claim attention by causing acute losses in current efficiency and production.,0
487,"In the diffusion profiles, shown in Fig. 10-a and -b, the thickness of the Zn diffusion zone increases with the process temperature and, the mean Zn content in the layers (Fig. 10-c) demonstrates that the transport of this alloy element also increases with the number of cycles.",0
488,"The kinetics plots observed with pseudo-second-order (PSO) model confirming the occurrence of chemisorption and physisorption processes (supporting information Tables S2-S3, and Fig. S7).",0
489,"Comparing with the typical composition of IMCs phases, the formation of the Al3Mg2 phase with rich in Al is verified.",0
490,"The relative low ductility limit the application of the ferritic alloy with a high population of β' phase [31,32].",1
491,"In the electrochemical measurement system, there is an electric double layer between the metal electrode and the solution.",0
492,"Therefore, high concentrations of nanoparticles are not conducive to the formation of good surfaces [25].",0
493,"However, an extremely large Si phase is observed upon the addition of 2% and 4% Mg (Fig. 2e and f).",0
494,"For the single fcc phase alloys, increasing the Mn content from 0 to 7.5 at.% Mn causes the hardness to increase from 1 to 2.8 GPa.",0
495,Standard deviation form 12 circumferential measurements are indicated in parenthesis.,0
496,"The high density dislocations enhanced the nucleation of the S'-phase during subsequent aging, resulting in a high density of nano-sized S'-phase precipitates, which in turn led to a significant increase in the ability to work harden and consequently higher (uniform) ductility, while modestly increasing strength at the same time.",1
497,"With continued exposure, they changed into an oxide phase, namely Al2O3 as shown in Fig. 2d.",0
498,"The formation of Ni5Y precipitates within the MCrAlY-type materials was reported earlier [14 Levi CG, Sommer E, Terry SG, et al. Alumina grown during deposition of thermal barrier coatings on NiCrAlY.",0
499,The empirical stress-strain data have been used to construct a combined Johnson-Cook/Cowper-Symonds constitutive model for predicting the stress-strain response of the tested Al-Sc alloy over the considered strain rate and temperature conditions.,0
500,"Niu, Z. Liu, B. Wang, Y. Hua, G. Wang, Mater.",0
501,"However, as shown in Fig. 3 (b), no deposited particles were present on the θ-phase particle remnant after the immersion.",0
502,"(e) U2 phase, which can be formed from the U3 phase by partial substitution of Si atoms by Al atoms.",0
503,"Pt can inhibit the outward diffusion of some refractory elements and improve the alumina scale adherence on NiAl-base coatings [14,16].",0
504,"It must be emphasized that substantial microhardness fluctuations are observed, being due to a combination of the presence of hard oxide films (mainly Al2O3) in the deformed lamellar grains of the GDS coating, the varying aluminum content in the FeAl grains, and the oxidation of the FeAl phase.",0
505,"However, the amount of micron-sized θ phase in the stir zone (estimated using image analysis) was found to be more or less the same as that in the base material.",0
506,"Within the Al substrate next to weld boundary, lots of massive Al3Ni phases and granular Al7Cr (Al13Cr2) phases formed in the Al solid solution matrix.",0
507,"In contrast with AA2219 [29,30,33], the precipitation of the θ'-phase is a distinctly independent reaction, characterized by a large energy release as in an Al-5.7 wt%Cu-0.5 wt%Mg-0.3 wt%Mn-0.15 wt%Zr alloy [40].",0
508,"Vreeman CJ, Schloz JD, Krane MJM.",0
509,"It was obvious that the MgZn2 dissolved lots of the Cu and Al elements, and formed the Mg(Zn,Cu,Al)2 expansion phases.",0
510,"This suggested that the interface joined with the θ-Fe(Al,Si)3 phase had a lower strength and ductility than that joined with the η-Fe2(Al,Si)5 phase layer when their thickness were all less than 10 μm.",0
511,"The elemental composition and corrosion morphology of ZE41 magnesium alloy after corrosion studies were analyzed through EDAX and JEOL SEM, respectively.",0
512,"The PSD sample exhibited the worst average hardness value of 9.83 GPa and highly variability from one indent to the next, likely due to the highly irregular distribution of agglomerated particles, large voids within the aggolomerates, and large carbon inclusions present throughout the microstructure.",0
513,"Catalyst characterizationX-ray diffraction (XRD) analysis was performed at a D8 advance model (RIGAKU, Japan) with Cu Kα radiation (40 kV, 26 mA, λ = 1.5418 Å) in the range of 3-80deg at a scan speed of 4deg*min-1.",0
514,"In 0.1 M Na2SO4 solution, galvanic coupling between Al-Cu alloys containing α and θ phases showed that the anodic α phase did not suffer corrosion and remained in the passive state.",0
515,"(5)The fracture surfaces of the aluminum/steel bimetals exhibited the brittle fracture natures, initiating with the fractures of the τ6-Al4.5FeSi phase, and the fracture path may preferentially go through the cracks at the interface in the case of the existence of the crack defects.",1
516,"With increase in TPD, DFSE samples shows a decrease in fracture load during tensile test.",0
517,"""The dendrite geometry is made out by 3D printing method with """"Somos EvoLVe 128"""" photosensitive resin.""",0
518,The results clearly confirmed that Ni could effectively eliminate the formation of hot tear in the experimental Al-Zn-Mg-Cu-Ni alloys.,0
519,"As a result, when the rolling deformation took place, the solid matrix moved under the pressure, together with the fibers in it, and the fiber distribution was therefore elongated as shown in Fig. 6(a).",0
520,Part of the θ phase is small located in the middle of the S phase.,0
521,"Since S and S' phases do not undergo shearing [4] ; [5], but dislocations loop around these precipitate obstacles and thereby enhance the tendency for homogeneous deformation of the alloy, and inturn its ductility.",1
522,"Unlike to the FSP treated samples, ECAP treated samples with finer grains exhibited lower tensile ductility.",0
523,A selected particle in Fig. 10(b) shows the presence of η' within a coarse η phase as confirmed by the FFT pattern.,0
